forecast_horizon,granularity,snapshot_date,channel,campaign_type,campaign_name,total_revenue,total_spend,total_clicks,total_impressions,total_conversions,mean_daily_revenue,mean_daily_spend,std_daily_revenue,std_daily_spend,mean_roas,overall_roas,mean_cpc,mean_cvr,mean_budget_util,mean_daily_budget,total_budget,active_days,num_campaigns,revenue_trend,spend_trend,avg_month,avg_quarter,weekend_ratio,revenue_roll_7d_mean,revenue_roll_14d_mean,revenue_roll_30d_mean,revenue_roll_7d_std,revenue_roll_14d_std,revenue_roll_30d_std,spend_roll_7d_mean,spend_roll_14d_mean,spend_roll_30d_mean,spend_roll_7d_std,spend_roll_14d_std,spend_roll_30d_std,roas_roll_7d_mean,roas_roll_14d_mean,roas_roll_30d_mean,clicks_roll_7d_mean,clicks_roll_14d_mean,clicks_roll_30d_mean,revenue_momentum,spend_momentum
30,campaign,2026-06-05,bing,PERFORMANCE_MAX,Pmax_NTM_Campaign_03,281.36,734.65,636,76492,5.0,9.702068965517242,25.332758620689653,27.909317361169947,23.822986932875164,0.6760142558181077,0.38298509494317023,0.9219213937237175,0.01106690244621279,1.2666379310344829,20.0,580.0,29,1,0.3033974621367169,0.7162981586925979,5.172413793103448,2.0,0.2413793103448276,0.0,11.372142857142856,9.378666666666668,0.0,24.50844852088967,27.481048232446003,25.19,32.683571428571426,25.063666666666666,13.528966454734562,25.62461635199274,23.45499645077243,0.0,0.9989812975525173,0.6534804472908374,22.0,27.142857142857142,21.9,0.0,1.0050404968679763
30,campaign,2026-06-05,bing,SEARCH,Search_TM_Campaign_02,3488.6200000000003,1070.5599999999997,854,6263,13.0,120.29724137931035,36.91586206896551,341.74707856308584,17.767118810809997,2.6241323306841577,3.2586870422956222,1.3000862511546782,0.014828977333801334,3.691586206896552,10.0,290.0,29,1,-0.3388710330214509,-0.46494888229305575,5.137931034482759,2.0,0.27586206896551724,15.284285714285682,99.17642857142857,116.28733333333335,27.055423274668392,298.2890163430116,336.5206805750774,12.407142857142857,26.65357142857143,36.917,2.4597744766915226,20.770288175158043,17.458102979853884,1.2126927166400858,2.283657524439266,2.5366612529946857,30.142857142857142,28.285714285714285,29.7,0.1314355164588205,0.33608209922645005
30,campaign,2026-06-05,bing,SEARCH,Search_TM_Campaign_05,1295.1000000000001,1086.9800000000002,817,7147,11.0,44.65862068965518,37.48206896551725,79.51564301283014,15.562958628769408,1.1594842195058235,1.1914662643286904,1.5272924419948515,0.012853553193972567,1.8741034482758623,20.0,580.0,29,1,-0.6999337469132085,-0.2556967712946917,5.137931034482759,2.0,0.27586206896551724,24.772857142857138,21.351428571428567,44.80266666666667,33.09612702129242,30.967692807217713,78.13664012852554,27.475714285714282,33.13,36.67533333333334,4.999069437214833,15.152245835062011,15.917865203716184,1.0857675964601532,0.7033974284230496,1.243776512590569,30.857142857142858,26.714285714285715,27.833333333333332,0.5529326485668369,0.7491605880168581
30,campaign,2026-06-05,bing,SHOPPING,Shopping_NTM_Campaign_01,465.57,14.519999999999998,143,7421,4.0,16.6275,0.5185714285714285,78.92745176215095,0.8077619482739732,4.926204449333562,32.06404958677686,0.08106700937950939,0.016071428571428573,0.05185714285714286,10.0,280.0,28,1,0.0,0.8866799204771367,5.142857142857143,2.0,0.2857142857142857,66.51,33.255,15.519,155.4423021574243,111.09815000536861,76.27394721071833,0.9842857142857142,0.7935714285714285,0.5003333333333333,1.4631912285920017,1.0784576390015879,0.7841687157191644,19.704817797334247,9.852408898667123,4.597790819377991,5.857142857142857,6.214285714285714,5.0,4.285714285714286,1.9672599219567908
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_01,7052.12039301,1929.020741,4568,325401,86.90223,243.1765652762069,66.51795658620689,277.8905372448889,40.96228041998919,4.0780907918272264,3.6558033011890774,0.40706202205086633,0.016609475493917537,6.65179565862069,10.0,290.0,29,1,-0.6049666404302163,-0.7155664386784099,5.137931034482759,2.0,0.27586206896551724,33.62142857142864,142.63984604642857,240.53717113366667,88.95393872272307,248.74231306875092,273.43971084731305,13.993415714285714,30.5125185,64.99369136666667,8.671389524446896,28.35306258177873,41.10658146881896,2.790160047421462,4.858083051493219,4.205092929774817,43.285714285714285,91.0,153.03333333333333,0.13977643626957426,0.2153042152251491
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_02,7522.83865053,2374.7753329999996,4394,296388,67.441936,259.4082293286207,81.88880458620689,401.32148748621466,62.49347875586876,3.1047697035067983,3.1678106749688064,0.47377763601195194,0.01421295871409587,3.275552183448276,25.0,725.0,29,1,-0.862749963893879,-0.7590951487221781,5.137931034482759,2.0,0.27586206896551724,43.271428571428636,64.85003571428571,257.12062168433334,47.32924410572103,71.99424647024608,394.54045971916514,18.821032,32.93074507142857,83.3498474,9.205626062534188,25.968840437817008,61.925795122910756,2.05617046911428,2.7421549666454488,3.0518606510669293,54.714285714285715,87.57142857142857,153.6,0.16829233022216675,0.22580763597174863
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_09,10935.63523519,5470.649899,8941,1038801,109.106077,377.09087017896553,188.64309996551725,371.39683869429405,131.7962333901761,4.597893357001035,1.9989645539534462,0.6135910839786622,0.018028321352588833,3.849859182969739,49.0,1421.0,29,1,-0.6166742805189608,-0.7796622952345975,5.137931034482759,2.0,0.27586206896551724,103.20285714285718,216.45094579357144,390.538778743,145.57111237173024,355.1258177045654,372.29638559605945,23.98879557142855,70.55368114285714,189.05992043333333,16.463774559007888,76.33345263229307,129.52407218638032,6.832061036845947,7.664533571259996,4.573976006577895,48.714285714285715,147.64285714285714,304.8,0.264257642928646,0.12688461687937463
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_10,6334.79131687,982.5150970000001,3662,598334,80.256102,218.44107989206896,33.87983093103448,267.3091386713456,11.710958635347675,5.724208853652123,6.447525677938768,0.30001753884864213,0.022345427932252186,1.3551932372413793,25.0,725.0,29,1,-0.49016180371393836,-0.3573217896410014,5.137931034482759,2.0,0.27586206896551724,51.54372257142909,152.7939780371431,211.15971056233332,56.80583475963387,178.97667264993527,265.67045132369816,23.97899099999987,27.456948928571425,34.0418192,8.49342468816929,10.111662957571971,11.541428277352603,2.0527560493392634,4.761597510235909,5.5334018918637184,147.28571428571428,148.21428571428572,125.1,0.24409828197890826,0.7043980481513124
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_12,7522.81160769,620.6034440000001,1613,179785,29.265993,259.4072968168965,21.400118758620692,469.69902767775756,6.239360014083992,10.714847247542128,12.121769030482529,0.4149648471803164,0.018197397245994923,0.8560047503448277,25.0,725.0,29,1,-0.059992594680289786,-0.33960771210534957,5.137931034482759,2.0,0.27586206896551724,136.28142857142856,260.3634619664286,258.0187202563333,301.1834391434659,556.9667642518137,461.5923873928635,15.001076571428586,17.631019714285717,21.6136076,4.765134629684854,5.659926247051366,6.241357022775562,7.673346927032434,11.630468629439346,10.618731877238822,46.857142857142854,52.142857142857146,55.733333333333334,0.5281842667696256,0.6940570426303374
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_14,27432.319286129994,7643.190823999999,17048,1188163,300.75070600000004,945.9420443493101,263.55830427586204,813.8051644293888,179.58956150518657,5.4916769092976505,3.589118722509341,0.39985137441027335,0.01903620727720173,5.27116608551724,50.0,1450.0,29,1,-0.5339397915806045,-0.7873603694487622,5.137931034482759,2.0,0.27586206896551724,294.9248156799999,622.9091494185714,940.541642871,227.0411429838692,582.3403237160417,800.1978343894382,52.854775857142855,95.73243785714286,261.6530038,28.2073453240585,75.24704355152883,176.77432960985465,5.326301897615819,7.594752715964836,5.435225129999957,202.42857142857142,317.7142857142857,579.5,0.31356912042697327,0.20200332153474346
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_15,7174.039174190001,1103.421603,2727,251431,89.592001,247.38066117896557,38.04902079310345,230.65723191213155,11.210135225051916,8.338241833375907,6.50163016084252,0.42733234547543686,0.03737218443586103,1.2683006931034484,30.0,870.0,29,1,-0.49199123212417306,-0.2179082824868678,5.137931034482759,2.0,0.27586206896551724,137.89457907857144,172.62474478214287,241.66763913966676,88.77161781343125,106.19853540060355,228.7954094253157,34.86637328571425,34.58924492857144,38.12957706666666,17.530636888229168,13.70813270559468,11.023994819895265,11.324184650511805,8.851386550912139,8.122896648476253,107.85714285714286,101.28571428571429,93.56666666666666,0.5705959621630522,0.9144180441538351
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_19,10220.90535448,2006.6550989999998,5263,743119,115.14867600000001,352.4450122234483,69.1950034137931,312.06586061617395,37.90926316166464,5.919893357509844,5.093503791246191,0.3633563994869716,0.02021668429348262,2.767800136551724,25.0,725.0,29,1,-0.33228799125646385,-0.6676417856483077,5.137931034482759,2.0,0.27586206896551724,163.91944201714287,292.3004352942857,342.5301784826667,224.30182714638832,373.96393618188455,311.4098782341659,21.55677842857143,35.75445071428572,67.45225693333333,6.457125416747032,22.668273474468677,38.453499165324985,6.602973843536113,7.717005814501138,5.83096396430335,95.28571428571429,134.14285714285714,177.06666666666666,0.4785547444119228,0.3195857249057974
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_27,7489.39256375,1941.53336,3946,268651,54.061345,258.2549159913793,66.94942620689655,341.82407908415087,42.518518634366664,4.479969738256293,3.857462724075985,0.45667215178720855,0.014065769304533892,4.46329508045977,15.0,435.0,29,1,-0.5908581473108425,-0.7219995547210947,5.137931034482759,2.0,0.27586206896551724,113.72714285714287,155.32370910714286,249.64641879166666,240.74753773156039,220.18995459369287,339.17221971069637,14.059442714285723,30.16694335714286,65.4140675,3.578143870431458,26.653159607723317,42.61696193167971,7.518701608154159,5.819370804313599,4.33063741364775,41.714285714285715,77.57142857142857,133.2,0.4555528711671595,0.2149299569895378
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_31,6025.49879252,1114.992791,3175,282584,69.90550499999999,207.77582043172416,38.44802727586207,244.70110784433055,20.085538494492265,5.100948013204701,5.404069731353089,0.3308819475530503,0.021245444141275303,2.5632018183908043,15.0,435.0,29,1,-0.7419817349071208,-0.5579797011866052,5.137931034482759,2.0,0.27586206896551724,82.40198113714288,88.27311902857143,202.97262641733332,52.060947336465816,87.72761845280368,241.88007760547833,14.448511857142858,24.412646571428574,38.962567933333325,3.6327526262017273,18.361577577984363,19.93640086314965,5.635471441738948,3.717667064936163,4.970309496733346,61.714285714285715,83.78571428571429,109.23333333333333,0.405975833252094,0.3708305849312833
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_33,4508.940405699999,2137.783985,2353,93089,46.04112,155.48070364482757,73.71668913793104,228.81785994370196,54.82154213721757,2.500742237586408,2.1091655833037777,0.8664555055689693,0.018235938255345484,4.914445942528736,15.0,435.0,29,1,-0.9052038204157828,-0.8029489402987752,5.137931034482759,2.0,0.27586206896551724,25.024285714285718,27.88714285714286,153.91118018999998,43.24227247233231,53.320679410031005,225.0024004614869,7.444818285714286,25.136330785714286,75.09261776666666,5.875520784154902,31.215423243610495,54.392668036891166,4.935626742510217,2.6849886939743284,2.4488044931767754,13.714285714285714,35.714285714285715,82.0,0.16258913539220338,0.09914181323185957
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_34,9899.63296,1532.00358,2921,354502,67.97488,341.36665379310347,52.82770965517241,399.8652017320679,30.009851694260064,7.613379377202596,6.461886309691261,0.5168732127283462,0.02607198006191046,1.3206927413793104,40.0,1160.0,29,1,-0.2397893966319922,-0.4889089604446361,5.137931034482759,2.0,0.27586206896551724,232.04186998857145,305.3938923657143,342.6297653333333,192.73474390032374,430.3045825439757,392.97139800009086,26.817660571428576,37.01172964285714,54.099797200000005,17.374407421072274,26.201779593363874,30.299876756210733,11.491755467197862,8.435311828009803,7.498537896444634,65.57142857142857,88.64285714285714,101.56666666666666,0.6772379211211422,0.4957072292209734
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_41,4067.5055100600002,512.8665169999999,1762,283185,39.466079,254.21909437875001,32.054157312499996,399.18013035558033,35.528068239598866,19.03940931181925,7.930924276072405,0.23161878872517577,0.01964584453520197,3.20541573125,10.0,160.0,16,1,4.904606542943511,1.0343920473456174,5.25,2.0,0.25,244.4457142857143,248.45751785714285,254.21909437875,538.0219761266617,428.4386806956796,399.18013035558033,6.747068,24.560616785714284,32.0541573125,4.88975288869749,30.66632610765333,35.52806823959887,37.06697938518313,21.243548081575835,19.039409311819245,34.142857142857146,97.57142857142857,110.125,0.9615552871159444,0.21048963896389436
30,campaign,2026-06-05,google,PERFORMANCE_MAX,Pmax_NTM_Campaign_42,1533.55,509.6651769999999,1593,91905,11.0,219.07857142857142,72.809311,410.0786341434437,37.47830445933039,2.193690520612269,3.0089361981267952,0.2982483627783088,0.004850942108854248,2.91237244,25.0,175.0,7,1,0.0,0.0,5.571428571428571,2.0,0.2857142857142857,219.07857142857145,219.07857142857145,219.07857142857145,410.0786341434437,410.0786341434437,410.0786341434437,72.80931100000001,72.80931100000001,72.80931100000001,37.47830445933039,37.47830445933039,37.47830445933039,2.193690520612269,2.193690520612269,2.193690520612269,227.57142857142858,227.57142857142858,227.57142857142858,1.0,1.0
30,campaign,2026-06-05,google,SEARCH,Search_NTM_Campaign_03,6068.258546059999,663.724692,16656,54610,61.663008000000005,209.25029469172412,22.887058344827587,375.9474029158376,10.044298937715674,10.298072168103808,9.142734358389667,0.04324451623312989,0.003786354249503283,1.5258038896551724,15.0,435.0,29,1,-0.6792629597374772,-0.3190067007568307,5.137931034482759,2.0,0.27586206896551724,68.68428571428552,105.26131710000001,208.402283091,95.07616978983886,116.53923462881262,369.4378875914893,15.162994428571428,19.205994285714286,22.3833215,4.771786382980246,8.178997064890275,10.248003263704966,5.3275274274241164,6.120754323379704,10.742846216137218,470.57142857142856,538.2857142857143,570.2,0.3295754955059401,0.6774237875541138
30,campaign,2026-06-05,google,SEARCH,Search_NTM_Campaign_09,3784.312671,1013.1658679999999,1843,28392,27.005431,130.49354037931036,34.93675406896551,376.00439465892265,24.69713447555539,2.536691542320747,3.735136358738844,0.4801681600627188,0.010612501324282493,3.493675406896551,10.0,290.0,29,1,-0.9784035509134267,-0.6968731377050564,5.137931034482759,2.0,0.27586206896551724,0.0,5.714285714285746,126.14375569999999,0.0,21.38089935299469,370.232055829904,5.3622691428571425,16.834113142857145,35.56222643333333,2.650240612884238,19.167227636267487,24.508207124225446,0.0,0.10758087401617492,2.452135157576721,19.428571428571427,40.5,64.4,0.0,0.15078552949741525
30,campaign,2026-06-05,google,SEARCH,Search_NTM_Campaign_10,248.99,858.2428520000001,480,13540,3.0,8.8925,30.65153042857143,27.02898069151373,24.77400599384914,0.19277775117958476,0.290116019515651,1.763022616002737,0.004062199374699375,6.130306085714286,5.0,140.0,28,1,-1.0,-0.8835849060145426,5.142857142857143,2.0,0.2857142857142857,0.0,0.0,8.299666666666667,0.0,0.0,26.17769918017655,8.519805142857143,9.845579857142857,32.0770444,3.25892136688536,11.667277869891496,24.512677220948206,0.0,0.0,0.17992590110094578,5.142857142857143,6.428571428571429,17.933333333333334,0.0,0.26560443152478047
30,campaign,2026-06-05,google,SEARCH,Search_NTM_Campaign_11,597.61,167.57013700000002,466,5013,6.0,59.761,16.7570137,121.42126570562321,5.881352686042256,2.956097237511864,3.5663275730328965,0.3772142231262664,0.010645743145743144,3.35140274,5.0,50.0,10,1,0.0,0.0,5.4,2.0,0.2,31.054285714285715,59.761,59.761,53.34862005623729,121.42126570562324,121.42126570562324,14.707409142857143,16.7570137,16.7570137,5.92247824136179,5.881352686042256,5.881352686042256,1.8106076948331917,2.9560972375118637,2.9560972375118637,46.857142857142854,46.6,46.6,0.5196413332154033,0.8776867648474347
30,campaign,2026-06-05,google,SEARCH,Search_NTM_Campaign_13,0.0,139.75680799999998,387,13084,0.0,0.0,46.58560266666666,0.0,5.718795790640747,0.0,0.0,0.361075787349288,0.0,0.5823200333333333,80.0,240.0,3,1,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.58560266666666,46.58560266666666,46.58560266666666,5.7187957906407485,5.7187957906407485,5.7187957906407485,0.0,0.0,0.0,129.0,129.0,129.0,1.0,1.0
30,campaign,2026-06-05,google,SEARCH,Search_NTM_Campaign_14,0.0,439.34226,381,19541,0.0,0.0,73.22371,0.0,23.792677967506524,0.0,0.0,1.2800875350939307,0.0,0.4881580666666667,150.0,900.0,6,1,0.0,0.0,5.666666666666667,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,73.22371,73.22371,73.22371,23.792677967506524,23.792677967506524,23.792677967506524,0.0,0.0,0.0,63.5,63.5,63.5,1.0,1.0
30,campaign,2026-06-05,google,SEARCH,Search_NTM_Campaign_15,0.0,777.728169,410,15306,0.0,0.0,129.6213615,0.0,23.15174199781037,0.0,0.0,1.9289862916491962,0.0,0.720118675,180.0,1080.0,6,1,0.0,0.0,5.666666666666667,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,129.6213615,129.6213615,129.6213615,23.151741997810372,23.151741997810372,23.151741997810372,0.0,0.0,0.0,68.33333333333333,68.33333333333333,68.33333333333333,1.0,1.0
30,campaign,2026-06-05,google,SEARCH,Search_NTM_Campaign_16,0.0,43.278472,15,69,0.0,0.0,6.182638857142857,0.0,4.661203318440079,0.0,0.0,2.662818857142857,0.0,0.20608796190476192,30.0,210.0,7,1,0.0,0.0,5.571428571428571,2.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,6.182638857142857,6.182638857142857,6.182638857142857,4.661203318440079,4.661203318440079,4.661203318440079,0.0,0.0,0.0,2.142857142857143,2.142857142857143,2.142857142857143,1.0,1.0
30,campaign,2026-06-05,google,SEARCH,Search_NTM_Campaign_17,0.0,601.403148,421,8792,0.0,0.0,100.233858,0.0,33.27689468951772,0.0,0.0,1.6659515696710525,0.0,0.66822572,150.0,900.0,6,1,0.0,0.0,5.666666666666667,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.233858,100.233858,100.233858,33.27689468951771,33.27689468951771,33.27689468951771,0.0,0.0,0.0,70.16666666666667,70.16666666666667,70.16666666666667,1.0,1.0
